code,name,nhom,vat_lieu,dang,tiet_dien_a_mm,tiet_dien_b_mm,day_thanh_mm,unit,so_dong_bom,so_san_pham,can_ra_tay,cac_cach_viet_goc
VT-PK-LDN-10X20X5-DEN,"LĐN 10x20x5, đen",VAT TU,,,,,,cái,1,1,CẦN RÀ,"LĐN 10x20x5, đen"
VT-PK-LDN-6X16X2-DEN,LĐN 6x16x2 đen,VAT TU,,,,,,cái,1,1,CẦN RÀ,LĐN 6x16x2 đen
VT-PK-LDN-6X16X2LI-DEN,"LĐN 6x16x2li, đen",VAT TU,,,,,,cái,2,2,CẦN RÀ,"LĐN 6x16x2li, đen"
VT-PK-LDN-6X16X5,LĐN 6x16x5,VAT TU,,,,,,cái,2,2,CẦN RÀ,LĐN 6x16x5
VT-PK-LDN-6X20X15-MAU-DEN,"LĐN 6x20x15, màu đen",VAT TU,,,,,,cái,1,1,CẦN RÀ,"LĐN 6x20x15, màu đen"
VT-PK-LDN-8X20X10-DEN,"LĐN 8x20x10, đen",VAT TU,,,,,,cái,1,1,CẦN RÀ,"LĐN 8x20x10, đen"
VT-PK-LDN-8X20X13-DEN,LĐN 8x20x13 đen,VAT TU,,,,,,cái,1,1,CẦN RÀ,LĐN 8x20x13 đen
VT-PK-LDN-8X20X20-DEN,"LĐN 8x20x20, đen",VAT TU,,,,,,cái,2,2,CẦN RÀ,"LĐN 8x20x20, đen"
VT-PK-LDS,LĐS,VAT TU,,,,,,cái,2,2,CẦN RÀ,LĐS
VT-PK-LODEN-1-X-16-6-5,Loden 1 x 16/6.5,VAT TU,,,,,,cái,1,1,CẦN RÀ,Loden 1 x 16/6.5
VT-PK-LODEN-16-6-5-X-1,loden 16/6.5 x 1,VAT TU,,,,,,cái,5,2,CẦN RÀ,loden 16/6.5 x 1
VT-PK-LODEN-NHUA-16-6-5-X-1-5,loden nhựa 16/6.5 x 1.5,VAT TU,,,,,,cái,1,1,CẦN RÀ,loden nhựa 16/6.5 x 1.5
VT-PK-LODEN-NHUA-16-6-5-X-10,loden nhựa 16/6.5 x 10,VAT TU,,,,,,cái,1,1,CẦN RÀ,loden nhựa 16/6.5 x 10
VT-PK-LODEN-NHUA-16-6-5-X5,loden nhựa 16/6.5 x5,VAT TU,,,,,,cái,1,1,CẦN RÀ,loden nhựa 16/6.5 x5
VT-PK-LON-DEN-10X25X3X,lon đền 10x25x3x,VAT TU,,,,,,cái,1,1,CẦN RÀ,lon đền 10x25x3x
VT-PK-LON-DEN-16-6-5,Lon den 16/6.5,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lon den 16/6.5
VT-PK-LON-DEN-16-6-5X1,Lon den 16/6.5x1,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lon den 16/6.5x1
VT-PK-LON-DEN-20-10-5X1,Lon Đen 20/10.5x1,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lon Đen 20/10.5x1
VT-PK-LON-DEN-20-10-X-2,Lon den 20/10 x 2,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lon den 20/10 x 2
VT-PK-LON-DEN-6X16X2,lon đền 6x16x2,VAT TU,,,,,,cái,1,1,CẦN RÀ,lon đền 6x16x2
VT-PK-LON-DEN-6X20X5,lon đền 6x20x5,VAT TU,,,,,,cái,3,3,CẦN RÀ,lon đền 6x20x5
VT-PK-LON-DEN-M8X20X2,lon đền. M8x20x2,VAT TU,,,,,,cái,1,1,CẦN RÀ,lon đền. M8x20x2
VT-PK-LON-DEN-VENH-15-10-5X1-5,Lon Đen vênh 15/10.5x1.5,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lon Đen vênh 15/10.5x1.5
VT-PK-LONDEN-16-6-5,Londen 16/6.5,VAT TU,,,,,,cái,1,1,CẦN RÀ,Londen 16/6.5
VT-PK-LONDEN-19-6-5,Londen 19/6.5,VAT TU,,,,,,cái,2,2,CẦN RÀ,Londen 19/6.5
VT-PK-LONDEN-6X16X2,londen 6x16x2,VAT TU,,,,,,cái,1,1,CẦN RÀ,londen 6x16x2
VT-PK-LONDEN-8X20X2,londen 8x20x2,VAT TU,,,,,,cái,1,1,CẦN RÀ,londen 8x20x2
VT-PK-LONDEN19-6-5-X-4MM,Londen19/6.5 x 4mm,VAT TU,,,,,,cái,2,2,CẦN RÀ,Londen19/6.5 x 4mm
VT-PK-LONDEN19-6-5X-1,londen19/6.5x 1,VAT TU,,,,,,cái,1,1,CẦN RÀ,londen19/6.5x 1
VT-PK-LONG-DEN,Long đền,VAT TU,,,,,,cái,1,1,CẦN RÀ,Long đền
VT-PK-LONG-DEN-NHUA,Long đền nhựa,VAT TU,,,,,,cái,3,1,CẦN RÀ,Long đền nhựa
VT-PK-LONG-DEN-NHUA-2MM,Long đền nhựa 2mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Long đền nhựa 2mm
VT-PK-LONG-DEN-NHUA-4MM,Long đền nhựa 4mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Long đền nhựa 4mm
VT-PK-LONG-DEN-NHUA-CHAN-TRUOC,Long đền nhựa (chân trước),VAT TU,,,,,,cái,1,1,CẦN RÀ,Long đền nhựa (chân trước)
VT-PK-LONGDEN-12-6.5X1,Lông đền 12/6.5x1,VAT TU,,,,,,cái,5,5,,Lonđen sắt 12/6.5x1 | Londen 12/6.5x1
VT-PK-LONGDEN-12-6.5X1.5,Lông đền 12/6.5x1.5,VAT TU,,,,,,cái,1,1,,londen 12/6.5 x 1.5
VT-PK-LONGDEN-16-6-5-1MM,longden 16/6.5 1mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,longden 16/6.5 1mm
VT-PK-LONGDEN-16-6-5-2MM,longden 16/6.5 2mm,VAT TU,,,,,,cái,2,1,CẦN RÀ,longden 16/6.5 2mm
VT-PK-LONGDEN-16-6.5X1,Lông đền 16/6.5x1,VAT TU,,,,,,cái,24,22,,Londen 16/6.5x1 | londen 16/6.5x1 | Londen  16/6.5x1 | londen nhựa16/6.5x1
VT-PK-LONGDEN-16-6.5X10,Lông đền 16/6.5x10,VAT TU,,,,,,cái,1,1,,Lonđen nhựa 16/6.5x10
VT-PK-LONGDEN-16-6.5X2,Lông đền 16/6.5x2,VAT TU,,,,,,cái,5,5,,Lonđen nhựa 16/6.5x2 | londen 16/6.5x2
VT-PK-LONGDEN-16-6.5X3,Lông đền 16/6.5x3,VAT TU,,,,,,cái,1,1,,Lonđen 16/6.5x3
VT-PK-LONGDEN-16-6.5X5,Lông đền 16/6.5x5,VAT TU,,,,,,cái,3,3,,Londen 16/6.5x5 | Long đền  16/6.5 x 5
VT-PK-LONGDEN-19-6.5X1,Lông đền 19/6.5x1,VAT TU,,,,,,cái,14,4,,londen 19/6.5 x 1 | londen 19/6.5x1 | Londen 19/6.5x1
VT-PK-LONGDEN-20-11X1,Lông đền 20/11x1,VAT TU,,,,,,cái,1,1,,Londen 20/11x1
VT-PK-LONGDEN-20-8.5X2,Lông đền 20/8.5x2,VAT TU,,,,,,cái,4,2,,londen 20/8.5x2
VT-PK-LONGDEN-20X8,Lông đền 20x8,VAT TU,,,,,,cái,1,1,,LONG ĐỀN PHẲNG 20X8.5X2
VT-PK-LONGDEN-D10,Lông đền D10,VAT TU,,,,,,cái,5,4,,Long đền nhựa Ø10 x 2thk
VT-PK-LONGDEN-D12,Lông đền D12,VAT TU,,,,,,cái,1,1,,LONG ĐỀN Ø12X6.5X2
VT-PK-LONGDEN-D16,Lông đền D16,VAT TU,,,,,,cái,13,8,,Lông đền nhựa Ø16/Ø6.5x5 | Lông đền nhựa Ø16/Ø6.5x2 | Lông đền nhựa Ø16 x Ø4.5 x 2 thk | Lông đền Ø16x10 | Lông đên nhựa Ø16/Ø6.5x5thk | Lông đền nhựa Ø16/Ø6 x 2
VT-PK-LONGDEN-D20,Lông đền D20,VAT TU,,,,,,cái,1,1,,Lông đền Ø20/9.5 x 3thk
VT-PK-LONGDEN-M10,Lông đền M10,VAT TU,,,,,,cái,2,2,,Lông đền M10
VT-PK-LONGDEN-M12,Lông đền M12,VAT TU,,,,,,cái,2,2,,Lông đền M12
VT-PK-LONGDEN-M6,Lông đền M6,VAT TU,,,,,,cái,45,31,,Lông đền M6 | Londen m6/6.5x1 | Lông đên M6 | Lông đền M6 x dày 2mm | Lông đền M6 x dày 1mm | Long đền M6
VT-PK-LONGDEN-M6X2,Lông đền M6x2,VAT TU,,,,,,cái,1,1,,Lông đền M6 x 2thk
VT-PK-LONGDEN-M8,Lông đền M8,VAT TU,,,,,,cái,10,8,,Lông đền M8 | londen vênh M8
VT-PK-LONGDEN-NHUA,Longđền nhựa,VAT TU,,,,,,cái,1,1,CẦN RÀ,Longđền nhựa
VT-PK-LOT-CHAN-110-X-345,Lót chân 110 x 345,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lót chân 110 x 345
VT-PK-LOT-GOC-3X200X200,lót góc. 3x200x200,VAT TU,,,,,,cái,3,3,CẦN RÀ,lót góc. 3x200x200
VT-PK-LOT-GOC-400-50-50-5,lót góc 400×50×50×5,VAT TU,,,,,,cái,1,1,CẦN RÀ,lót góc 400×50×50×5
VT-PK-LOT-GOC-660-50-50-5,lót góc 660×50×50×5,VAT TU,,,,,,cái,1,1,CẦN RÀ,lót góc 660×50×50×5
VT-PK-LOT-GOC-80-X-80-X-80,Lót góc 80 x 80 x 80,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lót góc 80 x 80 x 80
VT-PK-LOT-GOC-GIAY-5-X-5-X-2-CM,Lót góc giấy 5 x 5 x 2 cm,VAT TU,,,,,,cái,4,1,CẦN RÀ,Lót góc giấy 5 x 5 x 2 cm
VT-PK-LOT-GOC-TAM-GIAC-70-X-50-X-45-X-345,Lót góc tam giác 70 x 50 x 45 x 345,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lót góc tam giác 70 x 50 x 45 x 345
VT-PK-LUC-GIAC,Lục giác,VAT TU,,,,,,cái,26,14,CẦN RÀ,Lục giác | lục giác
VT-PK-LUC-GIAC-4,Lục giác 4,VAT TU,,,,,,cái,4,3,CẦN RÀ,Lục giác 4 | lục giác 4
VT-PK-LUC-GIAC-CHIM-M6X15,Lục giác chìm M6x15,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lục giác chìm M6x15
VT-PK-LUC-GIAC-CHIM-M6X25,Lục giác chìm M6x25,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lục giác chìm M6x25
VT-PK-LUC-GIAC-CHIM-M6X35,Lục giác chìm M6x35,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lục giác chìm M6x35
VT-PK-LUC-GIAC-CHIM-M6X55,Lục giác chìm M6x55,VAT TU,,,,,,cái,1,1,CẦN RÀ,Lục giác chìm M6x55
VT-PK-LUC-GIAT-M4,lục giát M4,VAT TU,,,,,,cái,3,3,CẦN RÀ,lục giát M4
VT-PK-LUONG-VAI-TEXTLINE-6X6X750,luồng vải Textline 6x6x750,VAT TU,,,,,,cái,1,1,CẦN RÀ,luồng vải Textline 6x6x750
VT-PK-MAC-DONG-DAN,Mạc đồng dán,VAT TU,,,,,,cái,4,4,CẦN RÀ,Mạc đồng dán
VT-PK-MAY,Mây,VAT TU,,,,,,cái,2,2,CẦN RÀ,Mây
VT-PK-MAY-BAN-NGUYET,Mây bán nguyệt,VAT TU,,,,,,cái,22,4,CẦN RÀ,Mây bán nguyệt
VT-PK-MAY-BAN-NGUYET-1-GHE,Mây bán nguyệt (1 ghế),VAT TU,,,,,,cái,9,1,CẦN RÀ,Mây bán nguyệt (1 ghế)
VT-PK-MAY-BAN-NGUYET-10-2-0MM,Mây bán nguyệt 10×2.0mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Mây bán nguyệt 10×2.0mm
VT-PK-MAY-BAN-NGUYET-DON,Mây bán nguyệt (đôn),VAT TU,,,,,,cái,3,1,CẦN RÀ,Mây bán nguyệt (đôn)
VT-PK-MAY-DEP,Mây dẹp,VAT TU,,,,,,cái,4,1,CẦN RÀ,Mây dẹp
VT-PK-MAY-TRON-3MM,Mây tròn 3mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Mây tròn 3mm
VT-PK-MIENG-LOT-1,MIẾNG LÓT 1,VAT TU,,,,,,cái,1,1,CẦN RÀ,MIẾNG LÓT 1
VT-PK-MIENG-LOT-2,MIẾNG LÓT 2,VAT TU,,,,,,cái,1,1,CẦN RÀ,MIẾNG LÓT 2
VT-PK-MUT-2MM,Mút 2mm,VAT TU,,,,,,cái,11,3,CẦN RÀ,Mút 2mm
VT-PK-MUT-DAI-1290-X-730-X-400-X-2MM,Mút dai 1290 x 730 x 400 x 2mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Mút dai 1290 x 730 x 400 x 2mm
VT-PK-MUT-DAI-1790-X-730-X-420-3MM,Mút dai  1790 x 730 x 420 3mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Mút dai  1790 x 730 x 420 3mm
VT-PK-MUT-DAI-2M-1200-X-1200-X2MM,Mút dai 2m 1200 x 1200 x2mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Mút dai 2m 1200 x 1200 x2mm
VT-PK-MUT-DAI-MAT-TREN-1200-X400,Mút dai mặt trên 1200 x400,VAT TU,,,,,,cái,1,1,CẦN RÀ,Mút dai mặt trên 1200 x400
VT-PK-MUT-LOT-MAT-TREN-1290-X-730-X-2MM,Mút  lót mặt trên 1290 x 730 x 2mm,VAT TU,,,,,,cái,3,3,CẦN RÀ,Mút  lót mặt trên 1290 x 730 x 2mm
VT-PK-NAM-CHAM,Nam châm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nam châm
VT-PK-NANO-PHOSPHAT-NCP-01-KT-25KG-CAN,Nano Phosphat  NCP-01.KT (25kg/can),VAT TU,,,,,,cái,2,2,CẦN RÀ,Nano Phosphat  NCP-01.KT (25kg/can)
VT-PK-NAP-CHUP-CHAN,Nắp chụp chân,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nắp chụp chân
VT-PK-NAP-DAY-LO-DU-48X4,NẮP ĐẬY  LỖ DÙ Ø48X4,VAT TU,,,,,,cái,1,1,CẦN RÀ,NẮP ĐẬY  LỖ DÙ Ø48X4
VT-PK-NAP-DAY-LO-DU-8-5X45,NẤP ĐẬY LỖ DÙ 8.5X45,VAT TU,,,,,,cái,1,1,CẦN RÀ,NẤP ĐẬY LỖ DÙ 8.5X45
VT-PK-NAP-LO-DU-48X33,NẮP LỖ DÙ Ø48X33,VAT TU,,,,,,cái,1,1,CẦN RÀ,NẮP LỖ DÙ Ø48X33
VT-PK-NAP-MO-BAN-PHU,Nắp mở bàn phụ,VAT TU,,,,,,cái,2,1,CẦN RÀ,Nắp mở bàn phụ
VT-PK-NGUYEN-BO,Nguyên bộ,VAT TU,,,,,,cái,3,1,CẦN RÀ,Nguyên bộ
VT-PK-NHOM,Nhôm,VAT TU,,,,,,cái,42,9,CẦN RÀ,Nhôm
VT-PK-NHOM-TAM,Nhôm tấm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nhôm tấm
VT-PK-NHUA-DO-KINH,Nhựa đỡ kính,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nhựa đỡ kính
VT-PK-NHUA-DO-MAT-KINH-20-X-35-X-15,Nhựa đỡ mặt kính 20 x 35 x 15,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nhựa đỡ mặt kính 20 x 35 x 15
VT-PK-NHUA-LOT-1500-X-1500,Nhựa lót 1500 x 1500,VAT TU,,,,,,cái,6,6,CẦN RÀ,Nhựa lót 1500 x 1500
VT-PK-NHUA-LOT-1600-X-1600,Nhựa lót 1600 x 1600,VAT TU,,,,,,cái,2,2,CẦN RÀ,Nhựa lót 1600 x 1600
VT-PK-NHUA-LOT-2200-X-1600,Nhựa lót 2200 x 1600,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nhựa lót 2200 x 1600
VT-PK-NHUA-TRUOT,Nhựa trượt,VAT TU,,,,,,cái,5,4,CẦN RÀ,Nhựa trượt
VT-PK-NUT-BIT-25X25X24,Nút bịt 25x25x24,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nút bịt 25x25x24
VT-PK-NUT-BIT-60X60X30,Nút bịt 60x60x30,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nút bịt 60x60x30
VT-PK-NUT-BIT-DAU-TRON-19,Nút bịt đầu tròn 19,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nút bịt đầu tròn 19
VT-PK-NUT-CHAN-TANG-D25XM6,Nút chân tăng D25xM6,VAT TU,,,,,,cái,3,3,CẦN RÀ,Nút chân tăng D25xM6
VT-PK-NUT-CHAN-TANG-M6,Nút chân tăng M6,VAT TU,,,,,,cái,2,2,CẦN RÀ,Nút chân tăng M6
VT-PK-NUT-CHAN-TRON-38,Nút chân tròn 38,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nút chân tròn 38
VT-PK-NUT-CHUP-CHAN-TRON-25,Nút chụp chân tròn 25,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nút chụp chân tròn 25
VT-PK-NUT-CHUP-PHI-10-DEN,"Nút chụp phi 10, đen",VAT TU,,,,,,cái,2,2,CẦN RÀ,"Nút chụp phi 10, đen"
VT-PK-NUT-DEM-11X12,NÚT ĐỆM Ø11X12,VAT TU,,,,,,cái,1,1,CẦN RÀ,NÚT ĐỆM Ø11X12
VT-PK-NUT-DEM-KINH,Nút đệm kính,VAT TU,,,,,,cái,2,2,CẦN RÀ,Nút đệm kính
VT-PK-NUT-GHO-HINH-THOI,Nút ghỗ hình thoi,VAT TU,,,,,,cái,2,1,CẦN RÀ,Nút ghỗ hình thoi
VT-PK-NUT-HINH-THANG,Nút hình Thang,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nút hình Thang
VT-PK-NUT-HUT-KINH,Nút hút kính,VAT TU,,,,,,cái,7,4,CẦN RÀ,Nút hút kính
VT-PK-NUT-HUT-KINH-PHI-5,nút hút kính Phi 5,VAT TU,,,,,,cái,1,1,CẦN RÀ,nút hút kính Phi 5
VT-PK-NUT-NHAN,Nút nhấn,VAT TU,,,,,,cái,1,1,CẦN RÀ,Nút nhấn
VT-PK-NUT-NHUA-GIU-KINH,Nút nhựa giữ kính,VAT TU,,,,,,cái,9,3,CẦN RÀ,Nút nhựa giữ kính
VT-PK-ON-LOT-NHUA-TRON-40X40,Ốn lót nhựa tròn 40x40,VAT TU,,,,,,cái,1,1,CẦN RÀ,Ốn lót nhựa tròn 40x40
VT-PK-ONG-NHUA-BOC-PHI-TRON-10X15,Ống nhựa bọc phi tròn 10x15,VAT TU,,,,,,cái,1,1,CẦN RÀ,Ống nhựa bọc phi tròn 10x15
VT-PK-ONG-NHUA-LUON-VAI-P5,ống nhựa luồn vải p5,VAT TU,,,,,,cái,1,1,CẦN RÀ,ống nhựa luồn vải p5
VT-PK-PAS-T,Pas T,VAT TU,,,,,,cái,1,1,CẦN RÀ,Pas T
VT-PK-PAT-5-BAT,Pát 5 bật,VAT TU,,,,,,cái,2,2,CẦN RÀ,Pát 5 bật
VT-PK-PAT-AM-DUONG,Pát âm dương,VAT TU,,,,,,cái,3,3,CẦN RÀ,Pát âm dương
VT-PK-PAT-CHAN-27X10X5-8,Pát chặn 27x10x5.8,VAT TU,,,,,,cái,1,1,CẦN RÀ,Pát chặn 27x10x5.8
VT-PK-PAT-I-1-LO-6-1-LO-10,"Pat I 1 lỗ 6, 1 lỗ 10",VAT TU,,,,,,cái,1,1,CẦN RÀ,"Pat I 1 lỗ 6, 1 lỗ 10"
VT-PK-PAT-I-HAN-2-CON-AC-THAN-10-LO-6,"Pat I hàn 2 con ắc thân 10, lỗ 6",VAT TU,,,,,,cái,2,2,CẦN RÀ,"Pat I hàn 2 con ắc thân 10, lỗ 6"
VT-PK-PAT-NHOM-1,Pát nhôm 1,VAT TU,,,,,,cái,4,2,CẦN RÀ,Pát nhôm 1
VT-PK-PAT-NHOM-2,Pát nhôm 2,VAT TU,,,,,,cái,4,2,CẦN RÀ,Pát nhôm 2
VT-PK-PAT-NHUA-GAN-SAT,Pát nhựa gắn sắt,VAT TU,,,,,,cái,2,2,CẦN RÀ,Pát nhựa gắn sắt
VT-PK-PAT-THO,Pat thỏ,VAT TU,,,,,,cái,3,3,CẦN RÀ,Pat thỏ
VT-PK-PAT-TRONG-CHAN-BAN-6X55-MS-12500,PAT TRONG CHÂN BÀN 6X55 MS:12500,VAT TU,,,,,,cái,1,1,CẦN RÀ,PAT TRONG CHÂN BÀN 6X55 MS:12500
VT-PK-PAT-TRUOC,Pát trược,VAT TU,,,,,,cái,3,2,CẦN RÀ,Pát trược
VT-PK-PAT-TRUOT-NHO-36X17X10,Pát trượt nhỏ 36x17x10,VAT TU,,,,,,cái,1,1,CẦN RÀ,Pát trượt nhỏ 36x17x10
VT-PK-PAT-XEP-2X15X160,Pát xếp 2x15x160,VAT TU,,,,,,cái,1,1,CẦN RÀ,Pát xếp 2x15x160
VT-PK-PAT-XEP-SAT,Pát xếp sắt,VAT TU,,,,,,cái,1,1,CẦN RÀ,Pát xếp sắt
VT-PK-PAT-XOAY-160X160,Pát Xoay 160x160,VAT TU,,,,,,cái,2,1,CẦN RÀ,Pát Xoay 160x160
VT-PK-PE,PE.,VAT TU,,,,,,cái,3,3,CẦN RÀ,PE.
VT-PK-PE-QUAN,Pe quấn,VAT TU,,,,,,cái,1,1,CẦN RÀ,Pe quấn
VT-PK-PEN-HOI,Pen hơi,VAT TU,,,,,,cái,1,1,CẦN RÀ,Pen hơi
VT-PK-PEN-HOI-PHI-15-X-280,Pen hơi phi 15 x 280,VAT TU,,,,,,cái,2,2,CẦN RÀ,Pen hơi phi 15 x 280
VT-PK-PEN-HOI-PHI-15X270,Pen hơi phi 15x270,VAT TU,,,,,,cái,1,1,CẦN RÀ,Pen hơi phi 15x270
VT-PK-PEN-HOI-PHI-15X270-160N,Pen hơi phi 15x270 160N,VAT TU,,,,,,cái,1,1,CẦN RÀ,Pen hơi phi 15x270 160N
VT-PK-RAY-BI-DAI-350,Ray bi dài 350,VAT TU,,,,,,cái,1,1,CẦN RÀ,Ray bi dài 350
VT-PK-RIVE-4,Rive 4,VAT TU,,,,,,cái,1,1,CẦN RÀ,Rive 4
VT-PK-RON-BANH-XE-155X155X5,ron bánh xe 155x155x5,VAT TU,,,,,,cái,1,1,CẦN RÀ,ron bánh xe 155x155x5
VT-PK-SM-BAN-150-X-200-X90,SM BÀN 150 x 200 x90,VAT TU,,,,,,cái,2,2,CẦN RÀ,SM BÀN 150 x 200 x90
VT-PK-SO-KG-DAY-NGUYEN-1-BO,Số kg dây nguyên 1 bộ,VAT TU,,,,,,cái,1,1,CẦN RÀ,Số kg dây nguyên 1 bộ
VT-PK-SOI-CUOC-DAY-3-5LI-TRANG,"Sợi cước dày 3.5li, trắng",VAT TU,,,,,,cái,2,2,CẦN RÀ,"Sợi cước dày 3.5li, trắng"
VT-PK-SOI-NHUA-5LY-LUON-VAI-4-M,Sợi nhựa 5ly luồn vải = 4 m,VAT TU,,,,,,cái,1,1,CẦN RÀ,Sợi nhựa 5ly luồn vải = 4 m
VT-PK-SOI-NHUA-LUON-VAI,Sợi nhựa luồn vải,VAT TU,,,,,,cái,1,1,CẦN RÀ,Sợi nhựa luồn vải
VT-PK-SOI-NHUA-LUON-VAI-NGOI,Sợi nhựa luồn vải ngồi,VAT TU,,,,,,cái,3,3,CẦN RÀ,Sợi nhựa luồn vải ngồi
VT-PK-SOI-NHUA-LUON-VAI-TUA,Sợi nhựa luồn vải tựa,VAT TU,,,,,,cái,3,3,CẦN RÀ,Sợi nhựa luồn vải tựa
VT-PK-SON-BAC-NGOAI-TROI,Sơn bạc ngoài trời,VAT TU,,,,,,cái,3,2,CẦN RÀ,Sơn bạc ngoài trời
VT-PK-SON-BONG-SON-CUNG,SƠn bóng+ sơn cứng,VAT TU,,,,,,cái,7,2,CẦN RÀ,SƠn bóng+ sơn cứng
VT-PK-SON-DEN,Sơn đen,VAT TU,,,,,,cái,18,5,CẦN RÀ,Sơn đen
VT-PK-SON-LOT-DAN-GIAY,Sơn lót dán giấy,VAT TU,,,,,,cái,5,1,CẦN RÀ,Sơn lót dán giấy
VT-PK-SON-NAU-CAT,Sơn nâu cát,VAT TU,,,,,,cái,20,2,CẦN RÀ,Sơn nâu cát
VT-PK-SON-QUET-HG-24D,Sơn Quét HG-24D,VAT TU,,,,,,cái,7,2,CẦN RÀ,Sơn Quét HG-24D
VT-PK-TAI-BULONG-KHOP-CHAN,Tai Bulong (Khớp chân),VAT TU,,,,,,cái,1,1,CẦN RÀ,Tai Bulong (Khớp chân)
VT-PK-TAI-BULONG-ME-TUA,Tai Bulong (mê tựa),VAT TU,,,,,,cái,1,1,CẦN RÀ,Tai Bulong (mê tựa)
VT-PK-TAM-1300-510,tâm 1300×510,VAT TU,,,,,,cái,1,1,CẦN RÀ,tâm 1300×510
VT-PK-TAM-400-990,tấm 400×990,VAT TU,,,,,,cái,1,1,CẦN RÀ,tấm 400×990
VT-PK-TAM-520-100,tấm 520×100,VAT TU,,,,,,cái,1,1,CẦN RÀ,tấm 520×100
VT-PK-TAM-660-730,tấm 660×730,VAT TU,,,,,,cái,1,1,CẦN RÀ,tấm 660×730
VT-PK-TAM-CARBON-1690X760,Tấm carbon (1690x760),VAT TU,,,,,,cái,2,2,CẦN RÀ,Tấm carbon (1690x760)
VT-PK-TAM-LOT-1000X1000,TẤM LÓT 1000X1000,VAT TU,,,,,,cái,1,1,CẦN RÀ,TẤM LÓT 1000X1000
VT-PK-TAM-LOT-595X1120,TẤM LÓT 595X1120,VAT TU,,,,,,cái,1,1,CẦN RÀ,TẤM LÓT 595X1120
VT-PK-TAM-TO-ONG-160X160X25,TẤM TỔ ONG 160X160X25,VAT TU,,,,,,cái,1,1,CẦN RÀ,TẤM TỔ ONG 160X160X25
VT-PK-TAM-TO-ONG-970X105X10,TẤM TỔ ONG 970X105X10,VAT TU,,,,,,cái,1,1,CẦN RÀ,TẤM TỔ ONG 970X105X10
VT-PK-TAM-XOP-MUT-TRANG,TẤM XỐP (MÚT TRẮNG),VAT TU,,,,,,cái,1,1,CẦN RÀ,TẤM XỐP (MÚT TRẮNG)
VT-PK-TAN-CAY,Tán cấy,VAT TU,,,,,,cái,1,1,CẦN RÀ,Tán cấy
VT-PK-TAN-CAY-8X20,Tán cấy 8x20,VAT TU,,,,,,cái,1,1,CẦN RÀ,Tán cấy 8x20
VT-PK-TAN-CAY-M6,Tán cấy M6,VAT TU,,,,,,cái,7,6,CẦN RÀ,Tán cấy M6 | Tán cấy m6
VT-PK-TAN-CAY-M6-X-25,Tán cấy m6 x 25,VAT TU,,,,,,cái,9,3,CẦN RÀ,Tán cấy m6 x 25
VT-PK-TAN-DU,Tán dù,VAT TU,,,,,,cái,9,8,CẦN RÀ,Tán dù
VT-PK-TAN-DU-6X20X15,Tán dù 6x20x15,VAT TU,,,,,,cái,2,2,CẦN RÀ,Tán dù 6x20x15
VT-PK-TAN-DU-6X40X15,Tán dù 6x40x15,VAT TU,,,,,,cái,2,2,CẦN RÀ,Tán dù 6x40x15
VT-PK-TAN-DU-6X40X15-7-MAU,"Tán dù 6x40x15, 7 màu",VAT TU,,,,,,cái,1,1,CẦN RÀ,"Tán dù 6x40x15, 7 màu"
VT-PK-TAN-DU-6X45X15-7-MAU,"Tán dù 6x45x15, 7 màu",VAT TU,,,,,,cái,1,1,CẦN RÀ,"Tán dù 6x45x15, 7 màu"
VT-PK-TAN-DU-DAI-42-MM,Tán dù dài 42 mm,VAT TU,,,,,,cái,2,2,CẦN RÀ,Tán dù dài 42 mm
